CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
WITHDRAWN,INTERTRUST TECHNOLOGIES CORPORATION,MARKETING MANAGERS,PRODUCT MARKETING MANAGER,Y,107370,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
WITHDRAWN,"NETAPP, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,108571,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
DENIED,MATTEL SALES CORPORATION,MARKETING MANAGERS,SENIOR MARKETING MANAGER,Y,136200,2016,"EL SEGUNDO, CALIFORNIA",-118.4164652,33.9191799
DENIED,CLICKHOME INC,MARKETING MANAGERS,MARKETING MANAGER,N,53892.8,2016,"CEDAR RAPIDS, IOWA",-91.6656232,41.9778795
DENIED,AUMNI GROUP,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,N,44325,2016,"PAWTUCKET, RHODE ISLAND",-71.3825558,41.878711
DENIED,LI QIAO HUANG,MARKETING MANAGERS,MARKETING MANAGER,Y,108160,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
DENIED,"THE OGILVY GROUP, LLC - OGILVY & MATHER",MARKETING MANAGERS,SENIOR CONSULTANT MARKETING ANALYTICS,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,LINKS WORLD GROUP LLC,MARKETING MANAGERS,MARKETING SPECIALIST FOR LATIN AMERICA,N,55182,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
DENIED,SOLID BRANDING INC.,MARKETING MANAGERS,PROJECT MANAGER (MARKETING),N,35000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,"CRAZY HORSE EFFECTS, INC.",MARKETING MANAGERS,VISUAL EFFECTS MARKETING DIRECTOR,Y,81078,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
DENIED,"NATIONAL OILWELL VARCO, L.P.",MARKETING MANAGERS,COMMERCIALIZATION SERVICES MANAGER,N,70000,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
DENIED,"BONEGUARD ORTHOPEDICS, PC",MARKETING MANAGERS,MARKETING MANAGER,N,59550,2016,"RANDOLPH, MASSACHUSETTS",-71.042551,42.1619739
DENIED,S KEKATOS AND ASSOCIATES LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"ASTORIA, NEW YORK",-73.9234619,40.7643574
DENIED,IRENE LUMMERTZ JEWELRY DESIGN LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,70034,2016,"PALM BEACH, FLORIDA",-80.0364297,26.7056206
DENIED,DENTAL IMAGING TECHNOLOGIES CORPORATION,MARKETING MANAGERS,SR. GLOBAL PRODUCT MANAGER,Y,134930,2016,"HATFIELD, PENNSYLVANIA",-75.2993417,40.2798274
DENIED,"678 USA, INC.",MARKETING MANAGERS,RESTAURANT DEVELOPMENT MANAGER,Y,76044.8,2016,"BUENA PARK, CALIFORNIA",-117.9981181,33.8675143
DENIED,"MAXIM INTEGRATED PRODUCTS, INC.",MARKETING MANAGERS,SENIOR BUSINESS MANAGER,Y,109743,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
DENIED,"BELLY, INC",MARKETING MANAGERS,DEMAND GENERATION MANAGER,N,70000,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
DENIED,MAKKAH TOURS & TRAVEL,MARKETING MANAGERS,MARKETING MANAGER,N,69617.6,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
DENIED,"GIANT CEMENT HOLDING, INC.",MARKETING MANAGERS,STRATEGIC MARKETING DIRECTOR,Y,135000,2016,"HARLEYVILLE, SOUTH CAROLINA",NA,NA
DENIED,THE LUBRIZOL CORPORATION,MARKETING MANAGERS,PRODUCT MANAGER - DRIVELINE,N,69867,2016,"WICKLIFFE, OHIO",-81.4534492,41.6053266
DENIED,NEW YORK CITY FOOTBALL CLUB LLC,MARKETING MANAGERS,"VICE PRESIDENT, USA BUSINESS DEVELOPMENT",Y,215405,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,"SPEARMAN CLUBS, INC.",MARKETING MANAGERS,DIRECTOR OF BUSINESS EXPANSION,Y,76044.8,2016,"LAGUNA NIGUEL, CALIFORNIA",-117.7075526,33.5225261
DENIED,DODO PIZZA USA RETAIL INC.,MARKETING MANAGERS,MARKETING MANAGER,N,50690,2016,"OXFORD, MISSISSIPPI",-89.5192484,34.3664951
DENIED,"UNIVOX GROUP, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,84302.4,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
DENIED,"ACX PACIFIC NORTHWEST, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,72000,2016,"WILMINGTON, CALIFORNIA",-118.2643567,33.7857948
DENIED,DODO PIZZA USA RETAIL INC.,MARKETING MANAGERS,MARKETING MANAGER,N,50690,2016,"OXFORD, MISSISSIPPI",-89.5192484,34.3664951
DENIED,JW BUSINESS ACQUISITIONS INC,MARKETING MANAGERS,ACCOUNT MANAGER,N,46800,2016,"ATLANTA, GEORGIA",-84.3879824,33.7489954
DENIED,"AMERICAN PASSPORT & VISA INTERNATIONAL, INC.",MARKETING MANAGERS,MARKETING MANAGER - GLOBAL EMBASSY RELATIONS,Y,92955.2,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
DENIED,"VSA DESIGNS, INC.",MARKETING MANAGERS,FASHION MARKETING MANAGER,Y,81078.4,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
DENIED,"GREAT AMERICAN POWER, LLC",MARKETING MANAGERS,CHIEF MARKETING OFFICER,Y,109512,2016,"KENNESAW, GEORGIA",-84.6154897,34.0234337
DENIED,CKA HOSPITALITY GROUP,MARKETING MANAGERS,MARKETING MANAGER,Y,81078.4,2016,"HAWTHORNE, CALIFORNIA",-118.3525748,33.9164032
DENIED,EXPLORE TRADING CAPITAL INC,MARKETING MANAGERS,ACCOUNT EXECUTIVE,N,29999,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,DATAFI LLC,MARKETING MANAGERS,PRODUCT AND MARKETING STRATEGIST,Y,74298,2016,"NASHVILLE, TENNESSEE",-86.7816016,36.1626638
DENIED,"ACX PACIFIC NORTHWEST, INC.",MARKETING MANAGERS,MARKETING MANAGER,Y,83158.4,2016,"WILMINGTON, CALIFORNIA",-118.2643567,33.7857948
DENIED,"PAVE, INC.",MARKETING MANAGERS,HEAD OF GROWTH,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,306 WEST 48TH MANHATTAN LP,MARKETING MANAGERS,MARKETING MANAGER,Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,"VSA DESIGNS, INC.",MARKETING MANAGERS,FASHION MARKETING MANAGER,Y,81078.4,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
DENIED,MOONSHINE SUPPLIERS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,72238,2016,"GAINESVILLE, FLORIDA",-82.3248262,29.6516344
DENIED,IMAGE ORTHODONTICS,MARKETING MANAGERS,THE MANAGER OF BUSINESS DEVELOPMENT,N,60000,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
DENIED,HEALTHY HOME ENTERPRISES LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,82430,2016,"ALPHARETTA, GEORGIA",-84.2940899,34.0753762
DENIED,IMAGE ORTHODONTICS,MARKETING MANAGERS,THE MANAGER OF BUSINESS DEVELOPMENT,Y,71282,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
DENIED,MOONSHINE SUPPLIERS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,72238,2016,"GAINESVILLE, FLORIDA",-82.3248262,29.6516344
DENIED,"SIMCORP CORIC, INC.",MARKETING MANAGERS,VICE PRESIDENT FOR NORTH AMERICA,Y,155000,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
DENIED,LINEAGEN INC.,MARKETING MANAGERS,"DIRECTOR, MARKETING AND TRAINING",Y,129626,2016,"SALT LAKE CITY, UTAH",-111.8910474,40.7607793
DENIED,AMGEN INC.,MARKETING MANAGERS,MARKETING MANAGER,Y,115523,2016,"THOUSAND OAKS, CALIFORNIA",-118.8375937,34.1705609
DENIED,GREYSTAR CORPORATION,MARKETING MANAGERS,MANAGER LATIN AMERICA,Y,183477,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
DENIED,ERIC W CHING,MARKETING MANAGERS,MARKETING MANAGER,Y,85280,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
DENIED,MERIT TECHNOLOGIES LLC,MARKETING MANAGERS,ONLINE MARKETING MANAGER,Y,81577.6,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
DENIED,SIMON-KUCHER & PARTNERS STRATEGY & MARKETING CONSULTANTS LLC,MARKETING MANAGERS,"MANAGER, LIFE SCIENCES DIVISION",Y,140275,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
DENIED,JAY PEAK INC,MARKETING MANAGERS,MARKETING MANAGER,N,68765,2016,"JAY, VERMONT",NA,NA
WITHDRAWN,LIFE TECHNOLOGIES CORPORATION,MARKETING MANAGERS,SENIOR PRODUCT MANAGER,Y,113006,2016,"SOUTH SAN FRANCISCO, CALIFORNIA",-122.4077498,37.654656
WITHDRAWN,VERMONT EMPLOYMENT AGENCY LLC,MARKETING MANAGERS,DIRECTOR OF MARKETING AND BUSINESS DEVELOPMENT,Y,75026,2016,"SOUTH BURLINGTON, VERMONT",-73.1709604,44.4669941
DENIED,"DATASPHERE TECHNOLOGIES, INC.",MARKETING MANAGERS,GROUP PRODUCT MARKETING MANAGER,Y,114300,2016,"BELLEVUE, WASHINGTON",-122.2015159,47.6101497
DENIED,"MARCONI SALES GROUP, LLC",MARKETING MANAGERS,SOCIAL MEDIA DIRECTOR,Y,75000,2016,"PLACENTIA, CALIFORNIA",-117.8703363,33.8722371
WITHDRAWN,PFIZER INC,MARKETING MANAGERS,"DIRECTOR, CONSUMER STRATEGIES AND BUSINESS OPERATIONS, U.S.",Y,170893,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
WITHDRAWN,MAKEABLE LLC,MARKETING MANAGERS,CREATIVE STRATEGY DIRECTOR,Y,137592,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
WITHDRAWN,TIME INC.,MARKETING MANAGERS,"DIRECTOR, INTEGRATED MARKETING",Y,104291,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
WITHDRAWN,"HUGE, LLC",MARKETING MANAGERS,MEDIA PLANNING LEAD,Y,108202,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
DENIED,APPEN BUTLER HILL GROUP LLC,MARKETING MANAGERS,"VP, BUSINESS DEVELOPMENT, SOCIAL MEDIA & CUSTOM LINGUISTICS",Y,110074,2016,"SAN RAFAEL, CALIFORNIA",-122.5310874,37.9735346
DENIED,KEVIN MURPHY USA,MARKETING MANAGERS,MARKETING DIRECTOR,Y,112278,2016,"IRVINE, CALIFORNIA",-117.7946942,33.6839473
DENIED,SUNVERGE ENERGY INC.,MARKETING MANAGERS,DIRECTOR PRODUCT MANAGEMENT,Y,127130,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
DENIED,ORAL ROBERTS UNIVERSITY,MARKETING MANAGERS,DIRECTOR OF ADMISSIONS MARKETING,N,42099,2016,"TULSA, OKLAHOMA",-95.992775,36.1539816
DENIED,SMART DESIGN LLC,MARKETING MANAGERS,"DIRECTOR, MARKETING",Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,BREW CREW INC,MARKETING MANAGERS,MARKETING MANAGER,N,26000,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
DENIED,CAPTURING NATURE TOURS LLC,MARKETING MANAGERS,DIRECTOR OF MARKETING,Y,98509,2016,"PARKTON, MARYLAND",NA,NA
DENIED,BOOKING BOSS LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,74651,2016,"HONOLULU, HAWAII",-157.8583333,21.3069444
DENIED,SIGNATUREPAGES INCORPORATED,MARKETING MANAGERS,DIGITAL MARKETING AND CREATIVE COMMUNICATIONS MANAGER,N,45000,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
DENIED,ADVANCE MAGAZINE PUBLISHERS INC. DBA CONDE NAST,MARKETING MANAGERS,"DIRECTOR, PRODUCT STRATEGY",Y,108493,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,APPEN BUTLER HILL GROUP LLC,MARKETING MANAGERS,"VP, BUSINESS DEVELOPMENT, SOCIAL MEDIA & CUSTOM LINGUISTICS",Y,110074,2016,"SAN RAFAEL, CALIFORNIA",-122.5310874,37.9735346
DENIED,E AND D MEDIA INC.,MARKETING MANAGERS,"DIRECTOR, SOCIAL AND DIGITAL MEDIA",Y,329139200,2016,"SANTA MONICA, CALIFORNIA",-118.4911912,34.0194543
DENIED,HYPERFISH INC,MARKETING MANAGERS,MARKETING MANAGER,Y,89565,2016,"KIRKLAND, WASHINGTON",-122.2059833,47.6768927
DENIED,SQUARE DEAL ENTERPRISES,MARKETING MANAGERS,INTERNATIONAL MARKETING MANAGER - MOTORCYCLE,Y,117000,2016,"JANESVILLE, MINNESOTA",NA,NA
DENIED,FIGLIULO&PARTNERS LLC,MARKETING MANAGERS,ACCOUNT SUPERVISOR,Y,75108,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,MATILDA MEDIA GROUP LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,81078,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
DENIED,THE CHARLES GROUP NYC INC,MARKETING MANAGERS,SENIOR PROJECT MANAGER,Y,108492.8,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,THING DAEMON INC,MARKETING MANAGERS,DIRECTOR OF BRAND DEVELOPMENT,Y,144123,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,OAKRIDGE GLOBAL ENERGY SOLUTIONS INC.,MARKETING MANAGERS,DIRECTOR OF PRODUCT DEVELOPMENT & STRATEGIC MARKETING,Y,1.00E+05,2016,"PALM BAY, FLORIDA",-80.5886646,28.0344621
DENIED,VITTORIA FOOD AND BEVERAGE CORPORATION,MARKETING MANAGERS,"VICE PRESIDENT, SALES AND MARKETING",Y,143458,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
DENIED,OAKRIDGE GLOBAL ENERGY SOLUTIONS INC.,MARKETING MANAGERS,GM & DIRECTOR OF PRODUCT DEVELOPMENT & STRATEGIC MARKETING,Y,187200,2016,"PALM BAY, FLORIDA",-80.5886646,28.0344621
DENIED,"MARCUS EVANS, INC",MARKETING MANAGERS,MARKETING MANAGER,Y,109242,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,BOX COFFEE LLC,MARKETING MANAGERS,MARKETING MANAGER,Y,70574,2016,"BEND, OREGON",-121.3153096,44.0581728
DENIED,"WATERFIND USA, INC.",MARKETING MANAGERS,PRODUCT MANAGER,Y,120432,2016,"SACRAMENTO, CALIFORNIA",-121.4943996,38.5815719
DENIED,DNC HOLDINGS INC.,MARKETING MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,146786,2016,"TAMPA, FLORIDA",-82.4571776,27.950575
DENIED,"EQUATOR DESIGN, INC",MARKETING MANAGERS,MARKETING MANAGER,Y,122262,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
DENIED,DOBLET INC.,MARKETING MANAGERS,MARKETING AND GROWTH MANAGER,Y,110074,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
DENIED,"DANONE FOODS, INC.",SALES MANAGERS,ACCOUNT MANAGER,Y,229382.4,2016,"WHITE PLAINS, NEW YORK",-73.7629097,41.0339862
DENIED,INMOBI INC.,SALES MANAGERS,SENIOR MANAGER BRAND SALES,Y,101863,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,"FITBIT, INC.",SALES MANAGERS,CUSTOMER SUPPORT BUSINESS INTELLIGENCE MANAGER,Y,118331,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
DENIED,"FULLSTACK ACADEMY, INC.",SALES MANAGERS,VP OF SALES AND MARKETING,Y,141315,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,NEXST CALIFORNIA INC.,SALES MANAGERS,SALES SUPERVISOR,N,53768,2016,"EL MONTE, CALIFORNIA",-118.0275667,34.0686206
DENIED,CALIPER,SALES MANAGERS,DIRECTOR ACCOUNT DEVELOPMENT,Y,93018,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
DENIED,"CHAMSA, INC.",SALES MANAGERS,SALES MANAGER,N,53768,2016,"SOUTH EL MONTE, CALIFORNIA",-118.0467339,34.0519548
DENIED,"RAO GROUP, INC",SALES MANAGERS,SALES MANGER,Y,73216,2016,"UNION CITY, CALIFORNIA",-122.0438298,37.5933918
DENIED,TRIVERA NORTH AMERICA LLC,SALES MANAGERS,SALES MANAGER,Y,71926,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
WITHDRAWN,"VALUELABS, INC.",SALES MANAGERS,SALES MANAGER,Y,98342,2016,"PRINCETON, NEW JERSEY",-74.6672226,40.3572976
DENIED,"RAO GROUP, INC",SALES MANAGERS,INTERNATIONAL OPERATIONS MANAGER,Y,73216,2016,"UNION CITY, CALIFORNIA",-122.0438298,37.5933918
DENIED,WOOBO LLC,SALES MANAGERS,SALES MANAGER,N,53768,2016,"CYPRESS, CALIFORNIA",-118.0372852,33.8169599
DENIED,"GLOBAL FORMING TECHNOLOGIES, LTD.",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,74734,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
DENIED,REGIO BLOCK INC,SALES MANAGERS,SALES MANAGER,N,48526,2016,"LAREDO, TEXAS",-99.4803241,27.5305671
DENIED,"SOFTWARE WORX, INC",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,75000,2016,"CHARLOTTE, NORTH CAROLINA",-80.8431267,35.2270869
DENIED,RESQUME INC,SALES MANAGERS,SALES MANAGER,N,49130,2016,"SANTA BARBARA, CALIFORNIA",-119.6981901,34.4208305
DENIED,SHINAGAWA ADVANCED MATERIALS AMERICAS INC,SALES MANAGERS,JAPANESE-CHINESE SALES MANAGER,N,57304,2016,"MOGADORE, OHIO",NA,NA
DENIED,PROFESSIONALS FOR NONPROFITS,SALES MANAGERS,EXECUTIVE SEARCH SPECIALIST,N,60000,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,JAY PEAK INC,SALES MANAGERS,CANADIAN GROUP SALES MANAGER,N,67600,2016,"JAY, VERMONT",NA,NA
DENIED,SOUTHLAND ORTHO SOLUTION S,SALES MANAGERS,SALE ASSOCIATE,N,30000,2016,"LADERA RANCH, CALIFORNIA",NA,NA
DENIED,"NETNAMES USA, INC",SALES MANAGERS,"HEAD OF NEW BUSINESS, US WEST COAST",Y,118331,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
DENIED,MAKERBOT INDUSTRIES LLC,SALES MANAGERS,DIRECTOR OF CUSTOMER ADVOCACY,Y,93500,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
DENIED,ELIGHTERS MANAGEMENT INC,SALES MANAGERS,SALES MANAGER,N,61602,2016,"PLANO, TEXAS",-96.6988856,33.0198431
DENIED,REDEYE APPS INC,SALES MANAGERS,PARTNER LEAD,Y,108930,2016,"PALO ALTO, CALIFORNIA",-122.1430195,37.4418834
DENIED,BODY SCULPTURE CENTERS OF FLORIDA,SALES MANAGERS,SALES MANAGER,Y,73029,2016,"SW RANCHES, FLORIDA",NA,NA
WITHDRAWN,"BELLINGER HOUSE USA, LLC",SALES MANAGERS,REGIONAL SALES MANAGER (CARBON FIBER EYEWEAR),N,50627.2,2016,"BEND, OREGON",-121.3153096,44.0581728
DENIED,OCEAN INSTITUTE,SALES MANAGERS,MANAGER OF OUTSIDE SALES,N,60258,2016,"DANA POINT, CALIFORNIA",NA,NA
DENIED,JUSTPREMIUM INC,SALES MANAGERS,SR SALES MANAGER,Y,95285,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,"GALLAGHER NORTH AMERICA, INC.",SALES MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,156686,2016,"RIVERSIDE, MISSOURI",NA,NA
DENIED,TRIOWAVE TECHNOLOGIES,SALES MANAGERS,SALES AND MARKETING MANAGER,Y,70637,2016,"SAN JOSE, CALIFORNIA",-121.8863286,37.3382082
WITHDRAWN,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,"ASSISTANT VICE PRESIDENT, DEVELOPMENT",Y,94058,2016,"ADELPHI, MARYLAND",NA,NA
DENIED,MATTATUCK HISTORICAL SOCIETY,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,DEVELOPMENT ASSOCIATE,N,33000,2016,"WATERBURY, CONNECTICUT",-73.0514965,41.5581525
DENIED,"DRAKE REAL ESTATE PARTNERS, LLC",PUBLIC RELATIONS AND FUNDRAISING MANAGERS,MARKETING AND FUNDRAISING,N,53019,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
WITHDRAWN,YOUNG & RUBICAM INC. - COHN & WOLFE,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,ACCOUNT DIRECTOR,Y,98696,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,UNITED STATES ASSOCIATION FOR UNHCR,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,"MANAGER, CORPORATE AND FOUNDATION PARTNERSHIPS",Y,83533,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
DENIED,"NEGOCIANTS USA, INC",PUBLIC RELATIONS AND FUNDRAISING MANAGERS,MARKETING/PR MANAGER,Y,83949,2016,"NAPA, CALIFORNIA",-122.286865,38.2975381
DENIED,FITZROY COMMUNICATIONS LLC,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,SENIOR DIRECTOR,Y,164528,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
DENIED,FRIENDS OF ARON CARLESON,PUBLIC RELATIONS AND FUNDRAISING MANAGERS,DEPUTY CAMPAIGN DIRECTOR,Y,86195.2,2016,"HILLSBORO, OREGON",-122.989827,45.5228939
DENIED,DIVINE LANDSCAPING SERVICES INC,ADMINISTRATIVE SERVICES MANAGERS,GENERAL MANAGER,N,55640,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED,DIVINE LANDSCAPING SERVICES INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE MANAGER,N,68036.8,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
DENIED,CYBERNUT SOLUTIONS LLC,ADMINISTRATIVE SERVICES MANAGERS,SERVICE DESK MANAGER,N,40000,2016,"MESQUITE, TEXAS",-96.5991593,32.7667955
DENIED,MACMURRAY &AMP; ASSOCIATES LLC,ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,N,61547,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
DENIED,SMARTAX GROUP INC.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGERS,N,44636.8,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
DENIED,IMPERIAL PACIFIC INTERNATIONAL (CNMI) LLC,ADMINISTRATIVE SERVICES MANAGERS,VICE PRESIDENT OF GAMING PROJECTS AND ADMINISTRATION,N,69992,2016,"SAIPAN, NA",145.7297891,15.1515153
DENIED,GREEN CITY ENTERPRISE INC,ADMINISTRATIVE SERVICES MANAGERS,MANAGING OFFICER,N,63300,2016,"BROOKFIELD, CONNECTICUT",NA,NA
WITHDRAWN,KATALYST TECHNOLOGIES INC,ADMINISTRATIVE SERVICES MANAGERS,CONTROLLER,N,43493,2016,"EVANSTON, ILLINOIS",-87.6876969,42.0450722
WITHDRAWN,OKLAHOMA STATE UNIVERSITY,ADMINISTRATIVE SERVICES MANAGERS,PROPOSAL DEVELOPMENT SPECIALIST,N,39978,2016,"STILLWATER, OKLAHOMA",-97.0583681,36.1156071
DENIED,LIVI'S HOME HEALTH CARE,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011,2016,"GLENDALE, CALIFORNIA",-118.255075,34.1425078
DENIED,HARPER PIERCE & CO.,ADMINISTRATIVE SERVICES MANAGERS,JUNIOR EXECUTIVE MANAGER,N,37689.6,2016,"EARTH CITY, MISSOURI",-90.4667501,38.7699175
WITHDRAWN,FULL POWER PROPERTIES LLC,ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT MANAGER,N,65166,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
DENIED,DYNAMIC HOME HEALTH CARE INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATOR,Y,76000,2016,"ANNANDALE, MARYLAND",NA,NA
DENIED,UNIVERSITY PHYSICAL THERAPY ASSOCIATES INC,ADMINISTRATIVE SERVICES MANAGERS,QUALITY ASSURANCE OFFICER,Y,76000,2016,"LARGO, MARYLAND",-76.8317325,38.8779723
WITHDRAWN,PACIFIC AMBULATORY SURGERY CENTER,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011.2,2016,"ALHAMBRA, CALIFORNIA",-118.1270146,34.095287
DENIED,KILVER MANUFACTURING TRUST,ADMINISTRATIVE SERVICES MANAGERS,PROJECT MANAGER,N,20800,2016,"FULLERTON, CALIFORNIA",-117.9242966,33.8703596
DENIED,FRIENDSHIP NURSING STAFFING SERVICES LLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,Y,73424,2016,"VICTORIA, TEXAS",-97.0035982,28.8052674
DENIED,DIGIVERSELLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE RECRUITER,N,58240,2016,"CARY, NORTH CAROLINA",-78.7811169,35.79154
DENIED,K&W INTERNATIONAL INC.,ADMINISTRATIVE SERVICES MANAGERS,ASSOCIATE GENERAL MANAGER,N,63648,2016,"HERNDON, VIRGINIA",-77.3860976,38.9695545
DENIED,BRANAT CONSTRUCTION INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,66373,2016,"RALEIGH, NORTH CAROLINA",-78.6381787,35.7795897
DENIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,N,23712,2016,"SAIPAN, NA",145.7297891,15.1515153
DENIED,"HOT LIPS PIZZA PEARL, LLC",ADMINISTRATIVE SERVICES MANAGERS,CORPORATE BUSINESS ADMINISTRATOR,N,48131.2,2016,"PORTLAND, OREGON",-122.6764816,45.5230622
DENIED,MILO CONSTRUCTION CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,OFFICE ADMINISTRATOR AND SAFETY COORDINATOR,N,15080,2016,"BOULDER, COLORADO",-105.2705456,40.0149856
WITHDRAWN,TIBCO SOFTWARE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,109075,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
